Company_Name,Revenue,Net Profit,EPS,BVPS,ROE,Debt to Equity,Symbol,URL
Balrampur Chini Mills Limited,4665,272,13.94,143.52,9.81,0.65,BALRAMCHIN,https://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM
Banaras Beads Limited,26,2,3.83,79.89,4.81,0.01,BANARBEADS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/banarasbeads/BB03
Bannari Amman Sugars Limited,2525,143,114.35,1237.58,9.23,0.37,BANARISUG,https://www.moneycontrol.com/india/stockpricequote/sugar/bannariammansugars/BS07
Banco Products (I) Limited,2331,235,32.94,139.96,23.53,0.29,BANCOINDIA,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bancoproductsindia/BPI
Bandhan Bank Limited,15904,2195,13.62,121.58,11.2,,BANDHANBNK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/bandhanbank/BB09
Bang Overseas Limited,117,1,0.85,72.04,1.17,0.34,BANG,https://www.moneycontrol.com/india/stockpricequote/textiles-general/bangoverseas/BO02
Bank of India,47931,3882,9.35,130.3,7.17,,BANKINDIA,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankindia/BOI
Banswara Syntex Limited,1498,110,32.93,148.71,22.14,0.73,BANSWRAS,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-synthetic-blended/banswarasyntex/BS01
Barbeque Nation Hospitality Limited,1233,19,4.37,105.02,4.24,0.05,BARBEQUE,https://www.moneycontrol.com/india/stockpricequote/consumer-food/barbequenationhospitality/BNH
BASF India Limited,13644,402,93.1,623.97,14.91,0,BASF,https://www.moneycontrol.com/india/stockpricequote/chemicals/basfindia/BAS
Bannari Amman Spinning Mills Limited,1398,-22,-3.49,72.07,-7.03,1.47,BASML,https://www.moneycontrol.com/india/stockpricequote/textiles-general/bannariammanspinningmills/BAS01
Bata India Limited,3451,323,25.13,111.9,22.45,0,BATAINDIA,https://www.moneycontrol.com/india/stockpricequote/leather-products/bataindia/BI01
Bharat Bijlee Limited,1418,83,147.26,2437.72,6.04,0.21,BBL,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/bharatbijlee/BB
Black Box Limited,6287,23,1.42,17.63,8,1.19,BBOX,https://www.moneycontrol.com/india/stockpricequote/computers-software/blackbox/AGC
Bombay Burmah Trading Corporation Limited,16622,286,-240.19,832.81,-41.54,1.62,BBTC,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/bombayburmahtradingcorporation/BBT
B&B Triplewall Containers Limited,336,18,8.83,51.11,17.32,1.25,BBTCL,https://www.moneycontrol.com/india/stockpricequote/containerspackaging/bbtriplewallcontainers/BTC
Bcl Industries Limited,1818,64,27.45,202.84,13.8,0.91,BCLIND,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/bclindustries/BC06
Brand Concepts Limited,163,10,9.36,26.1,35.38,0.92,BCONCEPTS,https://www.moneycontrol.com/india/stockpricequote/glassglass-products/brandconcepts/BCL09
Bharat Dynamics Limited,2489,352,19.22,175.22,10.96,0,BDL,https://www.moneycontrol.com/india/stockpricequote/defence/bharatdynamics/BDL01
Beardsell Limited,232,8,2.27,15.69,14.45,0.55,BEARDSELL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/beardsell/B06
Mrs. Bectors Food Specialities Limited,1264,76,12.96,86.71,14.95,0.24,BECTORFOOD,https://www.moneycontrol.com/india/stockpricequote/consumer-food/mrsbectorsfoodspecialities/MBF01
Bedmutha Industries Limited,686,12,4.03,30.85,13.07,2.53,BEDMUTHA,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/bedmuthaindustries/BI05
Bharat Electronics Limited,17734,2940,4.09,18.99,21.53,0,BEL,https://www.moneycontrol.com/india/stockpricequote/aerospacedefence/bharatelectronics/BE03
BEML Limited,3898,157,37.91,579.59,6.52,0.15,BEML,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/beml/BEM03
Bhansali Engineering Polymers Limited,1362,135,8.24,64.37,12.8,0,BEPL,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/bhansaliengineeringpolymers/BEP
Berger Paints (I) Limited,10567,873,8.86,46.35,19.12,0.17,BERGEPAINT,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/bergerpaintsindia/BPI02
BF Investment Limited,31,-59,68.84,1245.09,5.52,0,BFINVEST,https://www.moneycontrol.com/india/stockpricequote/finance-investments/bfinvestment/BFI
BGR Energy Systems Limited,806,-487,-67.21,6.8,-527.87,20.04,BGRENERGY,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bgrenergysystems/BES
Bhageria Industries Limited,501,14,3.38,115.62,2.92,0.08,BHAGERIA,https://www.moneycontrol.com/india/stockpricequote/dyespigments/bhageriaindustries/BD02
Bhandari Hosiery Exports Limited,283,6,0.44,5.95,7.46,1.08,BHANDARI,https://www.moneycontrol.com/india/stockpricequote/textiles-hosieryknitwear/bhandarihosieryexports/BHE02
Bharat Forge Limited,12910,541,11.35,144.78,7.87,1.02,BHARATFORG,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/bharatforge/BF03
Bharat Gears Limited,766,13,8.78,78.51,11.18,0.85,BHARATGEAR,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bharatgears/BG01
Bharat Rasayan Limited,1234,130,299.89,2149.86,13.94,0.03,BHARATRAS,https://www.moneycontrol.com/india/stockpricequote/pesticidesagro-chemicals/bharatrasayan/BR01
Bharat Wire Ropes Limited,589,62,9.68,82.5,11.11,0.32,BHARATWIRE,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/bharatwireropes/BWR01
Bharti Airtel Limited,139144,11535,14.8,210.95,9.19,1.82,BHARTIARTL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/bhartiairtel/BA08
Bharat Heavy Electricals Limited,23364,421,1.37,77.05,1.77,0.2,BHEL,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bharatheavyelectricals/BHE
Bikaji Foods International Limited,1944,127,5.12,38.29,13.36,0.12,BIKAJI,https://www.moneycontrol.com/india/stockpricequote/consumer-food/bikajifoodsinternational/BFI01
Bhartiya International Limited,798,14,50.98,317.74,16.19,1.28,BIL,https://www.moneycontrol.com/india/stockpricequote/leather-products/bhartiyainternational/BI06
BiNaNi Industries Limited,1,-150,-48.05,-59.6,0,-0.93,BINANIIND,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/binaniindustries/BI10
Biocon Limited,11174,810,3.88,187.31,2.58,0.99,BIOCON,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biocon/BL03
Biofil Chemicals & Pharmaceuticals Limited,30,0,0.34,10.63,3.23,0.03,BIOFILCHEM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biofilchemicalspharmaceuticals/BCP
Birla Cable Limited,792,33,11.16,76.66,14.56,0.56,BIRLACABLE,https://www.moneycontrol.com/india/stockpricequote/cables-telephone/birlacable/BEO
Aditya Birla Money Limited,262,33,6.01,19.34,31.05,8.02,BIRLAMONEY,https://www.moneycontrol.com/india/stockpricequote/finance-general/adityabirlamoney/ABM01
BLB Limited,218,6,1.14,17.72,6.45,0.04,BLBLIMITED,https://www.moneycontrol.com/india/stockpricequote/finance-investments/blb/BLB
Bliss GVS Pharma Limited,751,76,6.83,88.08,8.01,0.11,BLISSGVS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV
B. L. Kashyap and Sons Limited,1109,22,0.98,19.73,4.97,0.72,BLKASHYAP,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/blkashyapsons/BLK
Blue Chip India Limited,0,0,0.12,0.87,14.38,0,BLUECHIP,https://www.moneycontrol.com/india/stockpricequote/finance-investments/bluechipindia/BCI02
Blue Coast Hotels Limited,0,-7,-5.6,-93.26,0,0,BLUECOAST,https://www.moneycontrol.com/india/stockpricequote/hotels/bluecoasthotels/BCH
Blue Dart Express Limited,5172,370,156.16,496.45,31.41,0.21,BLUEDART,https://www.moneycontrol.com/india/stockpricequote/couriers/bluedartexpress/BDE
Blue Star Limited,7977,400,41.6,138.51,30.09,0.43,BLUESTARCO,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/bluestar/BS
Bodal Chemicals Limited,1574,38,3.03,85.79,3.52,0.7,BODALCHEM,https://www.moneycontrol.com/india/stockpricequote/dyespigments/bodalchemicals/BC15
Bohra Industries Limited,0,-2,-2.06,53.83,-5.3,0.01,BOHRAIND,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bohraindustries/BI18
Bombay Dyeing & Mfg Company Limited,2673,-516,-25.02,-61.64,0,-2.92,BOMDYEING,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/thebombaydyeingco/BDM
BOROSIL RENEWABLES LIMITED,688,88,6.79,67.25,10.08,0.41,BORORENEW,https://www.moneycontrol.com/india/stockpricequote/glassglass-products/borosilrenewablesltd/BGW
Bosch Limited,14929,1424,483.32,3730.54,12.95,0,BOSCHLTD,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bosch/B05
Bharat Petroleum Corporation Limited,473187,-60,10.01,251.34,3.98,1.13,BPCL,https://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC
BPL Limited,52,5,14.38,48.18,2.42,0.73,BPL,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-electronic/bpl/BPL
Brigade Enterprises Limited,3444,218,12.64,133.1,9.18,1.43,BRIGADE,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/brigadeenterprises/BE08
Britannia Industries Limited,16300,2310,96.39,147.97,65.69,0.84,BRITANNIA,https://www.moneycontrol.com/india/stockpricequote/food-processing/britanniaindustries/BI
Bharat Road Network Limited,326,-196,-24.45,47.61,-69.3,4.67,BRNL,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bharatroadnetwork/BRN
Brooks Laboratories Limited,63,-27,-12.57,29.94,-28.26,0.08,BROOKS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/brookslaboratories/BL
Bombay Super Hybrid Seeds Limited,227,16,1.61,5.37,29.78,0.94,BSHSL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/bombaysuperhybridseeds/BSH
BSL Limited,471,16,16.43,101.12,16.24,3.32,BSL,https://www.moneycontrol.com/india/stockpricequote/textiles-weaving/bsl/BSL
BIRLASOFT LIMITED,4794,331,11.96,89.07,13.54,0,BSOFT,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/birlasoft/KPI02
Bodhi Tree Multimedia Limited,42,3,2.67,19.91,13.09,0.2,BTML,https://www.moneycontrol.com/india/stockpricequote/tv-broadcastingsoftware-production/bodhitreemultimedia/BTM04
Burnpur Cement Limited,146,-70,-8.22,-41.51,0,-1.45,BURNPUR,https://www.moneycontrol.com/india/stockpricequote/cement-major/burnpurcement/BC13
Butterfly Gandhimathi Appliances Limited,1056,51,28.9,159.31,18.13,0,BUTTERFLY,https://www.moneycontrol.com/india/stockpricequote/domestic-appliances/butterflygandhimathiappliances/GA
California Software Company Limited,2,0,0.14,7.49,1.91,0.55,CALSOFT,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/californiasoftware/CS15
Camlin Fine Sciences Limited,1681,39,3.45,48.18,6.92,1.04,CAMLINFINE,https://www.moneycontrol.com/india/stockpricequote/chemicals/camlinfinesciences/CFC03
Campus Activewear Limited,1484,117,3.85,18.12,21.21,0.33,CAMPUS,https://www.moneycontrol.com/india/stockpricequote/footwear/campusactivewear/CA07
Computer Age Management Services Limited,928,274,56.07,148.6,37.7,0,CAMS,https://www.moneycontrol.com/india/stockpricequote/finance-investment/computeragemanagementservices/CAM
Canara Bank,85884,10808,62.04,388.97,15.94,,CANBK,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/canarabank/CB06
Can Fin Homes Limited,2742,621,46.65,273.89,17.03,7.97,CANFINHOME,https://www.moneycontrol.com/india/stockpricequote/finance-housing/canfinhomes/CFH
Cantabil Retail India Limited,551,67,41.18,135.58,30.37,0.11,CANTABIL,https://www.moneycontrol.com/india/stockpricequote/retail/cantabilretailindia/CRI01
Capacit'e Infraprojects Limited,1798,94,14.04,158.11,8.87,0.34,CAPACITE,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/capaciteinfraprojects/CI19
Capital Trust Limited,86,-45,-28.14,45.96,-61.23,1.29,CAPTRUST,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/capitaltrust/CT
Carborundum Universal Limited,4654,404,21.8,155.23,14.67,0.08,CARBORUNIV,https://www.moneycontrol.com/india/stockpricequote/abrasives/carborundumuniversal/CU
CARE Ratings Limited,278,85,28.17,228.63,12.42,0,CARERATING,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/careratings/CAR
CARYSIL LIMITED,593,52,19.59,114.69,17.27,0.73,CARYSIL,https://www.moneycontrol.com/india/stockpricequote/plastics-moulded-articlesfurnitures/carysil/AI04
Consolidated Construction Consortium Limited,139,-112,-2.82,-16.2,0,-2.35,CCCL,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/consolidatedconstructionconsortium/CCC02
Country Club Hospitality & Holidays Limited,64,12,0.77,19.11,4.04,0.35,CCHHL,https://www.moneycontrol.com/india/stockpricequote/hotels/countryclubhospitalityholidays/CCI06
Central Depository Services (India) Limited,555,280,26.41,120.3,22.73,0,CDSL,https://www.moneycontrol.com/india/stockpricequote/finance-investments/centraldepositoryservicesltd/CDS
CEAT Limited,11314,174,46.03,854.64,5.41,0.61,CEATLTD,https://www.moneycontrol.com/india/stockpricequote/tyres/ceat/C07
Celebrity Fashions Limited,364,6,1.3,4.94,23.03,2.31,CELEBRITY,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/celebrityfashions/CFL04
Century Enka Limited,2072,90,41.39,604.96,6.84,0.05,CENTENKA,https://www.moneycontrol.com/india/stockpricequote/textiles-manmade/centuryenka/CE
Century Extrusions Limited,372,5,0.75,8.14,9.16,0.72,CENTEXT,https://www.moneycontrol.com/india/stockpricequote/aluminium/centuryextrusions/CE02
Central Bank of India,25657,1609,1.93,29.45,6.56,,CENTRALBK,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/centralbankindia/CBO01
Centum Electronics Limited,925,5,7.62,158.37,4.65,1.25,CENTUM,https://www.moneycontrol.com/india/stockpricequote/electricals/centumelectronics/CE10
Century Plyboards (India) Limited,3646,384,17.25,85.86,20.02,0.16,CENTURYPLY,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9
Century Textiles & Industries Limited,4799,266,24.34,361.62,6.99,0.27,CENTURYTEX,https://www.moneycontrol.com/india/stockpricequote/diversified/centurytextilesindustries/CTI
Cera Sanitaryware Limited,1803,211,161.01,909.79,17.85,0.02,CERA,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/cerasanitaryware/CS18
Cerebra Integrated Technologies Limited,86,2,2.45,23.06,0.96,0.16,CEREBRAINT,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/cerebraintegratedtechnologies/CIT
Capri Global Capital Limited,1463,204,11.06,172.95,5.73,2.11,CGCL,https://www.moneycontrol.com/india/stockpricequote/finance-general/capriglobalcapital/MMF05
CG Power and Industrial Solutions Limited,6972,796,5.25,11.73,53.76,0,CGPOWER,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/cgpowerindustrialsolutions/CG
Chalet Hotels Limited,1128,183,8.94,72.58,12.31,1.75,CHALET,https://www.moneycontrol.com/india/stockpricequote/hotels/chalethotels/CH03
Chambal Fertilizers & Chemicals Limited,27772,976,24.85,169.46,14.63,0.46,CHAMBLFERT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC
Chemcon Speciality Chemicals Limited,302,55,15.04,124.86,12.04,0.14,CHEMCON,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/chemconspecialitychemicals/CSC
Chemfab Alkalis Limited,331,64,45.61,254.73,17.87,0,CHEMFAB,https://www.moneycontrol.com/india/stockpricequote/chemicals/chemfabalkalis/CA01
Chemplast Sanmar Limited,2196,145,9.21,178.99,5.14,0.07,CHEMPLASTS,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/chemplastsanmar/CS23
Chennai Petroleum Corporation Limited,76734,3525,237.16,434.83,54.54,0.58,CHENNPETRO,https://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02
Cheviot Company Limited,563,54,90.51,951.45,9.5,0.01,CHEVIOT,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cheviotcompany/CC04
Choice International Limited,385,60,6.04,48.44,12.58,0.43,CHOICEIN,https://www.moneycontrol.com/india/stockpricequote/finance-general/choiceinternational/CFS01
Cholamandalam Investment and FiNaNce Company Limited,12884,2676,32.44,174.44,18.57,6.79,CHOLAFIN,https://www.moneycontrol.com/india/stockpricequote/finance-nbfc/cholamandalaminvestmentfinancecompany/CDB
Cigniti Technologies Limited,1657,168,61.32,216.22,28.56,0.05,CIGNITITEC,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/cignititechnologies/CI42
Cineline India Limited,140,-21,0.54,44.02,1.19,1.74,CINELINE,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinelineindia/CI38
Cinevista Limited,0,-27,-4.75,-0.71,0,-5.56,CINEVISTA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinevista/C97
Cipla Limited,22753,2835,34.72,293.79,11.96,0.02,CIPLA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C
CL Educate Limited,291,22,4.08,49.89,8.19,0.04,CLEDUCATE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cleducate/CE09
Chaman Lal Setia Exports Limited,1387,117,22.76,102.19,22.25,0.23,CLSEL,https://www.moneycontrol.com/india/stockpricequote/food-processing/chamanlalsetiaexports/CLS
Coal India Limited,138251,28133,45.7,94.14,49.2,0.07,COALINDIA,https://www.moneycontrol.com/india/stockpricequote/miningminerals/coalindia/CI11
Cochin Shipyard Limited,2364,304,23.16,336.6,6.88,0.03,COCHINSHIP,https://www.moneycontrol.com/india/stockpricequote/ship-building/cochinshipyard/CS
Coffee Day Enterprises Limited,923,-391,-17.98,159.81,-11.8,0.5,COFFEEDAY,https://www.moneycontrol.com/india/stockpricequote/food-processing/coffeedayenterprises/CDE
Coforge Limited,8014,745,113.77,518.81,22.5,0.11,COFORGE,https://www.moneycontrol.com/india/stockpricequote/computers-software/coforgelimited/NII02
Colgate Palmolive (India) Limited,5226,1047,38.5,63.11,61,0,COLPAL,https://www.moneycontrol.com/india/stockpricequote/personal-care/colgatepalmoliveindia/CPI
Container Corporation of India Limited,8169,1152,19.26,185.92,10.45,0,CONCOR,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI
Confidence Petroleum India Limited,2208,88,3.27,31.08,11.19,0.5,CONFIPET,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/confidencepetroleum/CP10
Consolidated Finvest & Holdings Limited,410,312,96.81,229.93,42.09,0,CONSOFINVT,https://www.moneycontrol.com/india/stockpricequote/finance-general/consolidatedfinvestholdings/CFH01
Control Print Limited,304,52,32.36,173.13,18.77,0,CONTROLPR,https://www.moneycontrol.com/india/stockpricequote/trading/controlprint/CP11
Coral India FiNaNce & Housing Limited,29,18,4.55,37.11,12.24,0,CORALFINAC,https://www.moneycontrol.com/india/stockpricequote/finance-housing/coralindiafinancehousing/CIF02
Cords Cable Industries Limited,526,7,5.52,123.15,4.53,0.47,CORDSCABLE,https://www.moneycontrol.com/india/stockpricequote/cables-powerothers/cordscableindustries/CCI07
Coromandel International Limited,29627,2037,68.51,268.97,25.45,0,COROMANDEL,https://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45
